Accuracy,Precision,Recall,F1,AUC
0.7467532467532467,0.6363636363636364,0.6481481481481481,0.6422018348623852,0.8355555555555556
0.7597402597402597,0.6976744186046512,0.5555555555555556,0.6185567010309277,0.8372222222222222
0.7662337662337663,0.6956521739130435,0.5925925925925926,0.6399999999999999,0.8144444444444444
0.7581699346405228,0.6481481481481481,0.660377358490566,0.6542056074766356,0.7956603773584906
0.7189542483660131,0.6041666666666666,0.5471698113207547,0.5742574257425742,0.7707547169811321
