Accuracy,Precision,Recall,F1,AUC
0.9009584664536742,0.5384615384615384,0.21875,0.3111111111111111,0.8400800711743772
0.8913738019169329,0.4,0.125,0.19047619047619047,0.8466414590747331
0.8753993610223643,0.34782608695652173,0.25,0.2909090909090909,0.8715524911032029
0.8782051282051282,0.3125,0.15625,0.20833333333333334,0.7872767857142857
0.8942307692307693,0.4666666666666667,0.21875,0.2978723404255319,0.8224330357142857
