Accuracy,Precision,Recall,F1,AUC
0.735,0.7770700636942676,0.8714285714285714,0.8215488215488216,0.7642857142857143
0.775,0.8064516129032258,0.8928571428571429,0.8474576271186439,0.7485714285714287
0.755,0.7973856209150327,0.8714285714285714,0.832764505119454,0.7780952380952382
0.77,0.8133333333333334,0.8714285714285714,0.8413793103448276,0.804047619047619
0.8,0.8125,0.9285714285714286,0.8666666666666666,0.7904761904761906
