Accuracy,Precision,Recall,F1,AUC
0.8815911193339501,0.7854984894259819,0.8201892744479495,0.8024691358024691,0.9477286240441309
0.8741905642923219,0.8109965635738832,0.7444794952681388,0.7763157894736843,0.9366731629973409
0.8852913968547641,0.8083067092651757,0.7981072555205048,0.8031746031746032,0.9417188299998348
0.8926919518963923,0.8237179487179487,0.8081761006289309,0.815873015873016,0.9403875796467108
0.8962962962962963,0.852233676975945,0.7823343848580442,0.8157894736842105,0.9478895775020568
