Accuracy,Precision,Recall,F1,AUC
0.73,0.76875,0.8785714285714286,0.8200000000000001,0.7757142857142858
0.79,0.8141025641025641,0.9071428571428571,0.8581081081081081,0.7561904761904762
0.73,0.7756410256410257,0.8642857142857143,0.8175675675675677,0.7683333333333333
0.775,0.8145695364238411,0.8785714285714286,0.8453608247422681,0.8041666666666667
0.78,0.8037974683544303,0.9071428571428571,0.8523489932885906,0.8046428571428571
